workerid,proliferate.condition.x,block,content,question_type,response,rt,short_trigger,slide_number_in_experiment,trigger,trigger_class,error.x,proliferate.condition.y,age,american,gender,error.y,trial
1108,default,block1,zoe,projective,0.07,1991,think,14,think,C,NA,default,42,Yes,Male,NA,10
1108,default,block1,isabella,projective,0.84,10288,be_right,15,be_right,C,NA,default,42,Yes,Male,NA,11
1108,default,block1,tony,projective,0.83,2368,suggest,16,suggest,C,NA,default,42,Yes,Male,NA,12
1108,default,block1,olivia,projective,0.12,3880,say,17,say,C,NA,default,42,Yes,Male,NA,13
1108,default,block1,josie,projective,0.14,7111,admit,18,admit,C,NA,default,42,Yes,Male,NA,14
1108,default,block1,hat,projective,0.13,4184,MC,19,MC,MC,NA,default,42,Yes,Male,NA,15
1108,default,block1,muffins,projective,0.87,1543,MC,20,MC,MC,NA,default,42,Yes,Male,NA,16
1108,default,block1,charley,projective,0.85,1568,prove,21,prove,C,NA,default,42,Yes,Male,NA,17
1108,default,block1,jayden,projective,0.82,2136,announce,22,announce,C,NA,default,42,Yes,Male,NA,18
1108,default,block1,grace,projective,0.13,1456,pretend,23,pretend,C,NA,default,42,Yes,Male,NA,19
1108,default,block1,julian,projective,0.9,1392,demonstrate,24,demonstrate,C,NA,default,42,Yes,Male,NA,20
1108,default,block1,jon,projective,0.82,1144,see,25,see,C,NA,default,42,Yes,Male,NA,21
1108,default,block1,kids,projective,0.77,1144,MC,26,MC,MC,NA,default,42,Yes,Male,NA,22
1108,default,block1,frank,projective,0.79,1223,acknowledge,27,acknowledge,C,NA,default,42,Yes,Male,NA,23
1108,default,block1,garage,projective,0.1,1272,MC,28,MC,MC,NA,default,42,Yes,Male,NA,24
1108,default,block1,mary,projective,0.83,1088,reveal,29,reveal,C,NA,default,42,Yes,Male,NA,25
1108,default,block1,jackson,projective,0.8,1128,establish,30,establish,C,NA,default,42,Yes,Male,NA,26
1108,default,block2,frank,ai,0.13,1903,acknowledge,32,acknowledge,C,NA,default,42,Yes,Male,NA,27
1108,default,block2,tony,ai,0.11,1560,suggest,33,suggest,C,NA,default,42,Yes,Male,NA,28
1108,default,block2,jackson,ai,0.15,2200,establish,34,establish,C,NA,default,42,Yes,Male,NA,29
1108,default,block2,hat,ai,0.83,1567,MC,35,MC,MC,NA,default,42,Yes,Male,NA,30
1108,default,block2,olivia,ai,0.08,2024,say,36,say,C,NA,default,42,Yes,Male,NA,31
1108,default,block2,emily,ai,0.88,1351,discover,37,discover,C,NA,default,42,Yes,Male,NA,32
1108,default,block2,garage,ai,0.09,1329,MC,38,MC,MC,NA,default,42,Yes,Male,NA,33
1108,default,block2,mary,ai,0.16,1919,reveal,39,reveal,C,NA,default,42,Yes,Male,NA,34
1108,default,block2,jon,ai,0.87,1720,see,40,see,C,NA,default,42,Yes,Male,NA,35
1108,default,block2,isabella,ai,0.14,1489,be_right,41,be_right,C,NA,default,42,Yes,Male,NA,36
1108,default,block2,josie,ai,0.86,1951,admit,42,admit,C,NA,default,42,Yes,Male,NA,37
1108,default,block2,ballet,ai,0.13,1384,MC,43,MC,MC,NA,default,42,Yes,Male,NA,38
1108,default,block2,pizza,ai,0.21,1992,MC,44,MC,MC,NA,default,42,Yes,Male,NA,39
1108,default,block2,kids,ai,0.81,2552,MC,45,MC,MC,NA,default,42,Yes,Male,NA,40
1108,default,block2,julian,ai,0.13,1936,demonstrate,46,demonstrate,C,NA,default,42,Yes,Male,NA,41
1108,default,block2,muffins,ai,0.86,1776,MC,47,MC,MC,NA,default,42,Yes,Male,NA,42
1108,default,block2,emma,ai,0.21,2192,confirm,48,confirm,C,NA,default,42,Yes,Male,NA,43
1108,default,block2,charley,ai,0.22,1888,prove,49,prove,C,NA,default,42,Yes,Male,NA,44
1108,default,block2,josh,ai,0.58,1335,be_annoyed,50,be_annoyed,C,NA,default,42,Yes,Male,NA,45
1108,default,block2,owen,ai,0.12,2625,know,51,know,C,NA,default,42,Yes,Male,NA,46
1108,default,block2,mia,ai,0.14,3344,inform,52,inform,C,NA,default,42,Yes,Male,NA,47
1108,default,block2,jayden,ai,0.11,2055,announce,53,announce,C,NA,default,42,Yes,Male,NA,48
1108,default,block2,danny,ai,0.87,1784,confess,54,confess,C,NA,default,42,Yes,Male,NA,49
1108,default,block2,sophia,ai,0.17,1520,hear,55,hear,C,NA,default,42,Yes,Male,NA,50
1108,default,block2,zoe,ai,0.12,1936,think,56,think,C,NA,default,42,Yes,Male,NA,51
1108,default,block2,grace,ai,0.87,2280,pretend,57,pretend,C,NA,default,42,Yes,Male,NA,52
1102,default,block1,jon,ai,0.99,13693,know,5,know,C,NA,default,22,Yes,Female,NA,1
1102,default,block1,mary,ai,0.97,7963,reveal,6,reveal,C,NA,default,22,Yes,Female,NA,2
1102,default,block1,ballet,ai,0.52,11197,MC,7,MC,MC,NA,default,22,Yes,Female,NA,3
1102,default,block1,owen,ai,0.98,13703,inform,8,inform,C,NA,default,22,Yes,Female,NA,4
1102,default,block1,tony,ai,0.97,10811,be_annoyed,9,be_annoyed,C,NA,default,22,Yes,Female,NA,5
1102,default,block1,danny,ai,1,10101,prove,10,prove,C,NA,default,22,Yes,Female,NA,6
1102,default,block1,emily,ai,0.71,9642,discover,11,discover,C,NA,default,22,Yes,Female,NA,7
1102,default,block1,zoe,ai,0.77,8317,demonstrate,12,demonstrate,C,NA,default,22,Yes,Female,NA,8
1102,default,block1,grace,ai,0.97,8105,think,13,think,C,NA,default,22,Yes,Female,NA,9
1102,default,block1,josh,ai,0.8,7450,confirm,14,confirm,C,NA,default,22,Yes,Female,NA,10
1102,default,block1,sophia,ai,0.23,9323,pretend,15,pretend,C,NA,default,22,Yes,Female,NA,11
1102,default,block1,emma,ai,0.94,8754,establish,16,establish,C,NA,default,22,Yes,Female,NA,12
1102,default,block1,hat,ai,0.68,9200,MC,17,MC,MC,NA,default,22,Yes,Female,NA,13
1102,default,block1,kids,ai,0.98,9100,MC,18,MC,MC,NA,default,22,Yes,Female,NA,14
1102,default,block1,jayden,ai,0.98,8493,say,19,say,C,NA,default,22,Yes,Female,NA,15
1102,default,block1,pizza,ai,0.74,9265,MC,20,MC,MC,NA,default,22,Yes,Female,NA,16
1102,default,block1,charley,ai,0.98,11926,be_right,21,be_right,C,NA,default,22,Yes,Female,NA,17
1102,default,block1,mia,ai,0.86,7905,confess,22,confess,C,NA,default,22,Yes,Female,NA,18
1102,default,block1,josie,ai,0.85,13998,acknowledge,23,acknowledge,C,NA,default,22,Yes,Female,NA,19
1102,default,block1,olivia,ai,0.82,6846,admit,24,admit,C,NA,default,22,Yes,Female,NA,20
1102,default,block1,frank,ai,0.82,7680,hear,25,hear,C,NA,default,22,Yes,Female,NA,21
1102,default,block1,julian,ai,0.94,4859,announce,26,announce,C,NA,default,22,Yes,Female,NA,22
1102,default,block1,jackson,ai,0.79,4052,see,27,see,C,NA,default,22,Yes,Female,NA,23
1102,default,block1,muffins,ai,0.85,6316,MC,28,MC,MC,NA,default,22,Yes,Female,NA,24
1102,default,block1,isabella,ai,0.83,8416,suggest,29,suggest,C,NA,default,22,Yes,Female,NA,25
1102,default,block1,garage,ai,0.8,10900,MC,30,MC,MC,NA,default,22,Yes,Female,NA,26
1102,default,block2,jon,projective,0.04,11414,know,32,know,C,NA,default,22,Yes,Female,NA,27
1102,default,block2,pizza,projective,0.96,7374,MC,33,MC,MC,NA,default,22,Yes,Female,NA,28
1102,default,block2,garage,projective,0.97,7203,MC,34,MC,MC,NA,default,22,Yes,Female,NA,29
1102,default,block2,josh,projective,0.02,13788,confirm,35,confirm,C,NA,default,22,Yes,Female,NA,30
1102,default,block2,julian,projective,0.41,7979,announce,36,announce,C,NA,default,22,Yes,Female,NA,31
1102,default,block2,mia,projective,0.48,9861,confess,37,confess,C,NA,default,22,Yes,Female,NA,32
1102,default,block2,jackson,projective,0.23,5197,see,38,see,C,NA,default,22,Yes,Female,NA,33
1102,default,block2,tony,projective,0.82,5951,be_annoyed,39,be_annoyed,C,NA,default,22,Yes,Female,NA,34
1102,default,block2,frank,projective,0.72,4669,hear,40,hear,C,NA,default,22,Yes,Female,NA,35
1102,default,block2,emily,projective,0.68,8373,discover,41,discover,C,NA,default,22,Yes,Female,NA,36
1102,default,block2,jayden,projective,0.12,7066,say,42,say,C,NA,default,22,Yes,Female,NA,37
1102,default,block2,sophia,projective,0.18,7607,pretend,43,pretend,C,NA,default,22,Yes,Female,NA,38
1102,default,block2,danny,projective,0.1,5724,prove,44,prove,C,NA,default,22,Yes,Female,NA,39
1102,default,block2,muffins,projective,0.97,4790,MC,45,MC,MC,NA,default,22,Yes,Female,NA,40
1102,default,block2,grace,projective,0.49,10134,think,46,think,C,NA,default,22,Yes,Female,NA,41
1102,default,block2,owen,projective,0.82,6797,inform,47,inform,C,NA,default,22,Yes,Female,NA,42
1102,default,block2,olivia,projective,0.69,6615,admit,48,admit,C,NA,default,22,Yes,Female,NA,43
1102,default,block2,ballet,projective,0.97,5477,MC,49,MC,MC,NA,default,22,Yes,Female,NA,44
1102,default,block2,charley,projective,0.04,8158,be_right,50,be_right,C,NA,default,22,Yes,Female,NA,45
1102,default,block2,mary,projective,0.82,5380,reveal,51,reveal,C,NA,default,22,Yes,Female,NA,46
1102,default,block2,hat,projective,0.98,6968,MC,52,MC,MC,NA,default,22,Yes,Female,NA,47
1102,default,block2,emma,projective,0.37,6983,establish,53,establish,C,NA,default,22,Yes,Female,NA,48
1102,default,block2,josie,projective,0.71,4780,acknowledge,54,acknowledge,C,NA,default,22,Yes,Female,NA,49
1102,default,block2,zoe,projective,0.17,6053,demonstrate,55,demonstrate,C,NA,default,22,Yes,Female,NA,50
1102,default,block2,kids,projective,0.97,7281,MC,56,MC,MC,NA,default,22,Yes,Female,NA,51
1102,default,block2,isabella,projective,0.02,10965,suggest,57,suggest,C,NA,default,22,Yes,Female,NA,52
1100,default,block1,muffins,ai,1,24217,MC,5,MC,MC,NA,default,24,Yes,Female,NA,1
1100,default,block1,josh,ai,0.97,23956,prove,6,prove,C,NA,default,24,Yes,Female,NA,2
1100,default,block1,danny,ai,0.99,11933,be_right,7,be_right,C,NA,default,24,Yes,Female,NA,3
1100,default,block1,mary,ai,0.99,10162,announce,8,announce,C,NA,default,24,Yes,Female,NA,4
1100,default,block1,grace,ai,0.98,10904,admit,9,admit,C,NA,default,24,Yes,Female,NA,5
1100,default,block1,jackson,ai,0.98,11858,suggest,10,suggest,C,NA,default,24,Yes,Female,NA,6
1100,default,block1,mia,ai,0.97,28726,be_annoyed,11,be_annoyed,C,NA,default,24,Yes,Female,NA,7
1100,default,block1,owen,ai,0.99,12878,say,12,say,C,NA,default,24,Yes,Female,NA,8
1100,default,block1,julian,ai,1,12960,hear,13,hear,C,NA,default,24,Yes,Female,NA,9
1100,default,block1,jayden,ai,0.97,49854,inform,14,inform,C,NA,default,24,Yes,Female,NA,10
1100,default,block1,hat,ai,0.98,10628,MC,15,MC,MC,NA,default,24,Yes,Female,NA,11
1100,default,block1,isabella,ai,0.98,19725,confess,16,confess,C,NA,default,24,Yes,Female,NA,12
1100,default,block1,jon,ai,0.98,11280,acknowledge,17,acknowledge,C,NA,default,24,Yes,Female,NA,13
1100,default,block1,kids,ai,0.51,22036,MC,18,MC,MC,NA,default,24,Yes,Female,NA,14
1100,default,block1,emma,ai,0.98,18810,discover,19,discover,C,NA,default,24,Yes,Female,NA,15
1100,default,block1,sophia,ai,0.95,12930,demonstrate,20,demonstrate,C,NA,default,24,Yes,Female,NA,16
1100,default,block1,pizza,ai,0.93,13425,MC,21,MC,MC,NA,default,24,Yes,Female,NA,17
1100,default,block1,olivia,ai,0.93,26573,see,22,see,C,NA,default,24,Yes,Female,NA,18
1100,default,block1,charley,ai,0.92,16664,confirm,23,confirm,C,NA,default,24,Yes,Female,NA,19
1100,default,block1,garage,ai,0.9,12862,MC,24,MC,MC,NA,default,24,Yes,Female,NA,20
1100,default,block1,zoe,ai,0.8,35934,pretend,25,pretend,C,NA,default,24,Yes,Female,NA,21
1100,default,block1,ballet,ai,0.87,22020,MC,26,MC,MC,NA,default,24,Yes,Female,NA,22
1100,default,block1,frank,ai,0.88,29130,establish,27,establish,C,NA,default,24,Yes,Female,NA,23
1100,default,block1,josie,ai,0.79,26176,reveal,28,reveal,C,NA,default,24,Yes,Female,NA,24
1100,default,block1,emily,ai,0.83,20857,know,29,know,C,NA,default,24,Yes,Female,NA,25
1100,default,block1,tony,ai,0.83,10920,think,30,think,C,NA,default,24,Yes,Female,NA,26
1100,default,block2,emma,projective,0.67,20310,discover,32,discover,C,NA,default,24,Yes,Female,NA,27
1100,default,block2,zoe,projective,0.77,15413,pretend,33,pretend,C,NA,default,24,Yes,Female,NA,28
1100,default,block2,tony,projective,0.84,7883,think,34,think,C,NA,default,24,Yes,Female,NA,29
1100,default,block2,ballet,projective,0.99,9968,MC,35,MC,MC,NA,default,24,Yes,Female,NA,30
1100,default,block2,danny,projective,0.58,12690,be_right,36,be_right,C,NA,default,24,Yes,Female,NA,31
1100,default,block2,josh,projective,0.65,28319,prove,37,prove,C,NA,default,24,Yes,Female,NA,32
1100,default,block2,garage,projective,0.99,14918,MC,38,MC,MC,NA,default,24,Yes,Female,NA,33
1100,default,block2,jackson,projective,0.59,18308,suggest,39,suggest,C,NA,default,24,Yes,Female,NA,34
1100,default,block2,owen,projective,0.32,10103,say,40,say,C,NA,default,24,Yes,Female,NA,35
1100,default,block2,frank,projective,0.43,9645,establish,41,establish,C,NA,default,24,Yes,Female,NA,36
1100,default,block2,grace,projective,0.21,12601,admit,42,admit,C,NA,default,24,Yes,Female,NA,37
1100,default,block2,olivia,projective,0.71,12022,see,43,see,C,NA,default,24,Yes,Female,NA,38
1100,default,block2,hat,projective,0.99,8093,MC,44,MC,MC,NA,default,24,Yes,Female,NA,39
1100,default,block2,kids,projective,0.99,10582,MC,45,MC,MC,NA,default,24,Yes,Female,NA,40
1100,default,block2,jayden,projective,0.46,27151,inform,46,inform,C,NA,default,24,Yes,Female,NA,41
1100,default,block2,julian,projective,0.5,11806,hear,47,hear,C,NA,default,24,Yes,Female,NA,42
1100,default,block2,muffins,projective,1,7320,MC,48,MC,MC,NA,default,24,Yes,Female,NA,43
1100,default,block2,mia,projective,0.93,7717,be_annoyed,49,be_annoyed,C,NA,default,24,Yes,Female,NA,44
1100,default,block2,emily,projective,0.93,13650,know,50,know,C,NA,default,24,Yes,Female,NA,45
1100,default,block2,isabella,projective,0.99,25223,confess,51,confess,C,NA,default,24,Yes,Female,NA,46
1100,default,block2,jon,projective,0.97,8183,acknowledge,52,acknowledge,C,NA,default,24,Yes,Female,NA,47
1100,default,block2,pizza,projective,1,8145,MC,53,MC,MC,NA,default,24,Yes,Female,NA,48
1100,default,block2,charley,projective,0.18,9997,confirm,54,confirm,C,NA,default,24,Yes,Female,NA,49
1100,default,block2,josie,projective,0.23,9510,reveal,55,reveal,C,NA,default,24,Yes,Female,NA,50
1100,default,block2,sophia,projective,0.15,9601,demonstrate,56,demonstrate,C,NA,default,24,Yes,Female,NA,51
1100,default,block2,mary,projective,0.23,7169,announce,57,announce,C,NA,default,24,Yes,Female,NA,52
1103,default,block1,jayden,ai,0.83,19428,know,5,know,C,NA,default,22,Yes,Female,NA,1
1103,default,block1,jon,ai,0.58,14003,suggest,6,suggest,C,NA,default,22,Yes,Female,NA,2
1103,default,block1,mia,ai,0.95,10243,prove,7,prove,C,NA,default,22,Yes,Female,NA,3
1103,default,block1,mary,ai,0.47,11931,pretend,8,pretend,C,NA,default,22,Yes,Female,NA,4
1103,default,block1,charley,ai,0.87,7251,admit,9,admit,C,NA,default,22,Yes,Female,NA,5
1103,default,block1,ballet,ai,0.31,9246,MC,10,MC,MC,NA,default,22,Yes,Female,NA,6
1103,default,block1,tony,ai,0.75,10949,announce,11,announce,C,NA,default,22,Yes,Female,NA,7
1103,default,block1,pizza,ai,0.23,5992,MC,12,MC,MC,NA,default,22,Yes,Female,NA,8
1103,default,block1,olivia,ai,0.78,4949,discover,13,discover,C,NA,default,22,Yes,Female,NA,9
1103,default,block1,danny,ai,0.75,5636,confess,14,confess,C,NA,default,22,Yes,Female,NA,10
1103,default,block1,owen,ai,0.14,10200,think,15,think,C,NA,default,22,Yes,Female,NA,11
1103,default,block1,jackson,ai,0.86,5254,reveal,16,reveal,C,NA,default,22,Yes,Female,NA,12
1103,default,block1,isabella,ai,0.82,8471,confirm,17,confirm,C,NA,default,22,Yes,Female,NA,13
1103,default,block1,emily,ai,0.81,14734,establish,18,establish,C,NA,default,22,Yes,Female,NA,14
1103,default,block1,josh,ai,0.77,7952,acknowledge,19,acknowledge,C,NA,default,22,Yes,Female,NA,15
1103,default,block1,josie,ai,0.74,10000,demonstrate,20,demonstrate,C,NA,default,22,Yes,Female,NA,16
1103,default,block1,sophia,ai,0.5,5501,say,21,say,C,NA,default,22,Yes,Female,NA,17
1103,default,block1,garage,ai,0.18,6048,MC,22,MC,MC,NA,default,22,Yes,Female,NA,18
1103,default,block1,muffins,ai,0.19,4262,MC,23,MC,MC,NA,default,22,Yes,Female,NA,19
1103,default,block1,zoe,ai,0.75,6066,hear,24,hear,C,NA,default,22,Yes,Female,NA,20
1103,default,block1,emma,ai,0.67,8982,inform,25,inform,C,NA,default,22,Yes,Female,NA,21
1103,default,block1,frank,ai,0.83,10229,be_right,26,be_right,C,NA,default,22,Yes,Female,NA,22
1103,default,block1,kids,ai,0.24,4926,MC,27,MC,MC,NA,default,22,Yes,Female,NA,23
1103,default,block1,hat,ai,0.13,4208,MC,28,MC,MC,NA,default,22,Yes,Female,NA,24
1103,default,block1,grace,ai,0.77,5086,see,29,see,C,NA,default,22,Yes,Female,NA,25
1103,default,block1,julian,ai,0.71,9299,be_annoyed,30,be_annoyed,C,NA,default,22,Yes,Female,NA,26
1103,default,block2,emily,projective,0.21,15195,establish,32,establish,C,NA,default,22,Yes,Female,NA,27
1103,default,block2,olivia,projective,0.75,60330,discover,33,discover,C,NA,default,22,Yes,Female,NA,28
1103,default,block2,tony,projective,0.61,5291,announce,34,announce,C,NA,default,22,Yes,Female,NA,29
1103,default,block2,josie,projective,0.6,6741,demonstrate,35,demonstrate,C,NA,default,22,Yes,Female,NA,30
1103,default,block2,jon,projective,0.34,10777,suggest,36,suggest,C,NA,default,22,Yes,Female,NA,31
1103,default,block2,hat,projective,0.88,5506,MC,37,MC,MC,NA,default,22,Yes,Female,NA,32
1103,default,block2,muffins,projective,0.88,6655,MC,38,MC,MC,NA,default,22,Yes,Female,NA,33
1103,default,block2,ballet,projective,0.94,15921,MC,39,MC,MC,NA,default,22,Yes,Female,NA,34
1103,default,block2,mia,projective,0.22,5729,prove,40,prove,C,NA,default,22,Yes,Female,NA,35
1103,default,block2,grace,projective,0.83,6855,see,41,see,C,NA,default,22,Yes,Female,NA,36
1103,default,block2,kids,projective,0.81,11387,MC,42,MC,MC,NA,default,22,Yes,Female,NA,37
1103,default,block2,danny,projective,0.43,20460,confess,43,confess,C,NA,default,22,Yes,Female,NA,38
1103,default,block2,mary,projective,0.29,7206,pretend,44,pretend,C,NA,default,22,Yes,Female,NA,39
1103,default,block2,emma,projective,0.79,7094,inform,45,inform,C,NA,default,22,Yes,Female,NA,40
1103,default,block2,jayden,projective,0.83,5403,know,46,know,C,NA,default,22,Yes,Female,NA,41
1103,default,block2,garage,projective,0.88,4135,MC,47,MC,MC,NA,default,22,Yes,Female,NA,42
1103,default,block2,jackson,projective,0.82,3634,reveal,48,reveal,C,NA,default,22,Yes,Female,NA,43
1103,default,block2,isabella,projective,0.47,6002,confirm,49,confirm,C,NA,default,22,Yes,Female,NA,44
1103,default,block2,owen,projective,0.35,5427,think,50,think,C,NA,default,22,Yes,Female,NA,45
1103,default,block2,charley,projective,0.5,3443,admit,51,admit,C,NA,default,22,Yes,Female,NA,46
1103,default,block2,julian,projective,0.8,5094,be_annoyed,52,be_annoyed,C,NA,default,22,Yes,Female,NA,47
1103,default,block2,frank,projective,0.8,4287,be_right,53,be_right,C,NA,default,22,Yes,Female,NA,48
1103,default,block2,zoe,projective,0.77,5341,hear,54,hear,C,NA,default,22,Yes,Female,NA,49
1103,default,block2,pizza,projective,0.91,4447,MC,55,MC,MC,NA,default,22,Yes,Female,NA,50
1103,default,block2,sophia,projective,0.6,5085,say,56,say,C,NA,default,22,Yes,Female,NA,51
1103,default,block2,josh,projective,0.84,9094,acknowledge,57,acknowledge,C,NA,default,22,Yes,Female,NA,52
1106,default,block1,olivia,ai,0.98,13419,hear,5,hear,C,NA,default,19,Yes,Female,NA,1
1106,default,block1,mia,ai,0.99,8902,admit,6,admit,C,NA,default,19,Yes,Female,NA,2
1106,default,block1,josh,ai,0.99,9318,be_right,7,be_right,C,NA,default,19,Yes,Female,NA,3
1106,default,block1,zoe,ai,0.99,4779,demonstrate,8,demonstrate,C,NA,default,19,Yes,Female,NA,4
1106,default,block1,sophia,ai,0.99,5236,prove,9,prove,C,NA,default,19,Yes,Female,NA,5
1106,default,block1,charley,ai,0.97,6031,know,10,know,C,NA,default,19,Yes,Female,NA,6
1106,default,block1,kids,ai,0,8324,MC,11,MC,MC,NA,default,19,Yes,Female,NA,7
1106,default,block1,owen,ai,0.99,6717,see,12,see,C,NA,default,19,Yes,Female,NA,8
1106,default,block1,frank,ai,0.99,5838,confess,13,confess,C,NA,default,19,Yes,Female,NA,9
1106,default,block1,emily,ai,1,6372,think,14,think,C,NA,default,19,Yes,Female,NA,10
1106,default,block1,mary,ai,0.99,4228,reveal,15,reveal,C,NA,default,19,Yes,Female,NA,11
1106,default,block1,pizza,ai,0.99,5613,MC,16,MC,MC,NA,default,19,Yes,Female,NA,12
1106,default,block1,julian,ai,0.98,5582,discover,17,discover,C,NA,default,19,Yes,Female,NA,13
1106,default,block1,grace,ai,0.99,4775,pretend,18,pretend,C,NA,default,19,Yes,Female,NA,14
1106,default,block1,jackson,ai,1,3875,confirm,19,confirm,C,NA,default,19,Yes,Female,NA,15
1106,default,block1,garage,ai,0.02,13058,MC,20,MC,MC,NA,default,19,Yes,Female,NA,16
1106,default,block1,emma,ai,0.99,5892,acknowledge,21,acknowledge,C,NA,default,19,Yes,Female,NA,17
1106,default,block1,danny,ai,0.99,3810,suggest,22,suggest,C,NA,default,19,Yes,Female,NA,18
1106,default,block1,muffins,ai,0.02,8753,MC,23,MC,MC,NA,default,19,Yes,Female,NA,19
1106,default,block1,jayden,ai,0.99,3848,establish,24,establish,C,NA,default,19,Yes,Female,NA,20
1106,default,block1,tony,ai,0.97,6388,announce,25,announce,C,NA,default,19,Yes,Female,NA,21
1106,default,block1,josie,ai,1,10193,inform,26,inform,C,NA,default,19,Yes,Female,NA,22
1106,default,block1,ballet,ai,0.02,11722,MC,27,MC,MC,NA,default,19,Yes,Female,NA,23
1106,default,block1,jon,ai,0.99,6529,say,28,say,C,NA,default,19,Yes,Female,NA,24
1106,default,block1,isabella,ai,0.03,14258,be_annoyed,29,be_annoyed,C,NA,default,19,Yes,Female,NA,25
1106,default,block1,hat,ai,0.01,7241,MC,30,MC,MC,NA,default,19,Yes,Female,NA,26
1106,default,block2,jayden,projective,0.02,7408,establish,32,establish,C,NA,default,19,Yes,Female,NA,27
1106,default,block2,tony,projective,0.01,13956,announce,33,announce,C,NA,default,19,Yes,Female,NA,28
1106,default,block2,zoe,projective,0.02,7979,demonstrate,34,demonstrate,C,NA,default,19,Yes,Female,NA,29
1106,default,block2,pizza,projective,0.98,6162,MC,35,MC,MC,NA,default,19,Yes,Female,NA,30
1106,default,block2,muffins,projective,0.99,3132,MC,36,MC,MC,NA,default,19,Yes,Female,NA,31
1106,default,block2,julian,projective,0.98,5626,discover,37,discover,C,NA,default,19,Yes,Female,NA,32
1106,default,block2,mary,projective,0.01,5547,reveal,38,reveal,C,NA,default,19,Yes,Female,NA,33
1106,default,block2,hat,projective,0.97,4441,MC,39,MC,MC,NA,default,19,Yes,Female,NA,34
1106,default,block2,jon,projective,0.99,5461,say,40,say,C,NA,default,19,Yes,Female,NA,35
1106,default,block2,danny,projective,0.02,6549,suggest,41,suggest,C,NA,default,19,Yes,Female,NA,36
1106,default,block2,isabella,projective,0.98,4390,be_annoyed,42,be_annoyed,C,NA,default,19,Yes,Female,NA,37
1106,default,block2,mia,projective,0.98,3755,admit,43,admit,C,NA,default,19,Yes,Female,NA,38
1106,default,block2,ballet,projective,0.98,2784,MC,44,MC,MC,NA,default,19,Yes,Female,NA,39
1106,default,block2,olivia,projective,0.99,5334,hear,45,hear,C,NA,default,19,Yes,Female,NA,40
1106,default,block2,jackson,projective,1,5138,confirm,46,confirm,C,NA,default,19,Yes,Female,NA,41
1106,default,block2,garage,projective,0.99,4238,MC,47,MC,MC,NA,default,19,Yes,Female,NA,42
1106,default,block2,kids,projective,0.99,4754,MC,48,MC,MC,NA,default,19,Yes,Female,NA,43
1106,default,block2,emma,projective,0.84,9428,acknowledge,49,acknowledge,C,NA,default,19,Yes,Female,NA,44
1106,default,block2,frank,projective,0.99,5647,confess,50,confess,C,NA,default,19,Yes,Female,NA,45
1106,default,block2,josh,projective,0.22,6254,be_right,51,be_right,C,NA,default,19,Yes,Female,NA,46
1106,default,block2,charley,projective,1,5886,know,52,know,C,NA,default,19,Yes,Female,NA,47
1106,default,block2,owen,projective,0.98,5329,see,53,see,C,NA,default,19,Yes,Female,NA,48
1106,default,block2,sophia,projective,0.94,6054,prove,54,prove,C,NA,default,19,Yes,Female,NA,49
1106,default,block2,grace,projective,0.22,8041,pretend,55,pretend,C,NA,default,19,Yes,Female,NA,50
1106,default,block2,emily,projective,0.56,10063,think,56,think,C,NA,default,19,Yes,Female,NA,51
1106,default,block2,josie,projective,0.94,6265,inform,57,inform,C,NA,default,19,Yes,Female,NA,52
